   x,    x,    x,      0,      0
  -4,    1,   10,   -398,   4077
   0,   -6,   70,  -4017,    802
  -6,   -2,   15,  -1928,  -3614
   3,   -4,  -57,   2894,  -2899
  -5,   -6,  -37,   3614,   1928
   1,    0,   47,   -796,   4018
  -1,   -9,   66,  -4076,    405
  -2,    0,  -27,  -1570,  -3783
   3,   -6,  -64,   3168,  -2596
  -3,   -3,    1,   3407,   2273
   5,   -3,   59,  -1192,   3919
  -2,   -8,   26,  -4096,     -3
   3,    0,  -51,  -1192,  -3919
   3,   -7,  -51,   3404,  -2278
   0,    0,   31,   3164,   2601
   6,   -4,   63,  -1565,   3785
  -1,   -3,  -10,  -4076,   -405
   6,    0,  -60,   -796,  -4018
   2,   -6,  -13,   3614,  -1928
   3,    2,   56,   2899,   2894
   6,   -5,   38,  -1934,   3611
   0,    1,  -47,  -4018,   -796
   7,   -1,  -55,   -405,  -4076
   0,   -2,   33,   3785,  -1565
   6,    3,   64,   2601,   3164
   3,   -3,   -1,  -2273,   3407
   3,    5,  -63,  -3921,  -1186
   7,   -1,  -30,     -3,  -4096
   0,    4,   46,   3921,  -1186
   7,    3,   55,   2273,   3407
   0,    0,  -37,  -2601,   3164
   4,    7,  -58,  -3783,  -1570
   4,   -1,    6,    405,  -4076
   0,    6,   71,   4018,   -796
   7,    2,   15,   1934,   3611
  -3,    4,  -65,  -2899,   2894
   5,    6,  -31,  -3611,  -1934
  -1,    0,   50,    802,  -4017
   1,    9,   52,   4076,   -405
   2,    0,  -23,   1570,   3783
  -4,    7,  -59,  -3164,   2601
   3,    3,   -4,  -3407,  -2273
  -6,    3,   66,   1186,  -3921
   1,    6,   24,   4096,      3
  -3,    0,  -47,   1186,   3921
  -3,    7,  -46,  -3404,   2278
   0,    0,   40,  -3164,  -2601
  -7,    5,   58,   1565,  -3785
   1,    3,  -15,   4076,    405
  -6,    0,  -58,    802,   4017
  -2,    6,  -17,  -3611,   1934
  -4,   -3,   55,  -2899,  -2894
  -6,    5,   42,   1934,  -3611
  -1,   -2,  -45,   4017,    802
  -7,    1,  -58,    398,   4077
   0,    2,   21,  -3783,   1570
  -6,   -3,   71,  -2601,  -3164
  -4,    4,   -1,   2273,  -3407
  -3,   -5,  -59,   3921,   1186
  -7,    1,  -28,      3,   4096
   0,   -3,   61,  -3921,   1186
  -8,   -3,   50,  -2273,  -3407
   0,    0,  -36,   2596,  -3168
  -4,   -6,  -65,   3783,   1570
  -3,    1,   20,   -398,   4077
   0,   -8,   63,  -4017,    802
  -6,   -2,   11,  -1934,  -3611
   2,   -4,  -56,   2899,  -2894
  -5,   -6,  -37,   3611,   1934
   2,   -1,   40,   -802,   4017
  -1,   -8,   52,  -4077,    398
  -1,    0,  -23,  -1565,  -3785
   3,   -6,  -76,   3164,  -2601
  -3,   -3,   -7,   3404,   2278
   4,   -2,   62,  -1186,   3921
  -1,   -6,   23,  -4096,     -3
   3,    0,  -53,  -1192,  -3919
   4,   -9,  -42,   3407,  -2273
  -1,   -1,   37,   3164,   2601
   6,   -4,   54,  -1570,   3783
  -1,   -3,   -4,  -4077,   -398
   7,    0,  -65,   -802,  -4017
   2,   -5,  -18,   3611,  -1934
   4,    3,   58,   2899,   2894
   5,   -4,   32,  -1928,   3614
   0,    0,  -46,  -4018,   -796
   8,   -1,  -50,   -405,  -4076
   0,   -2,   26,   3783,  -1570
   6,    3,   67,   2596,   3168
   3,   -3,    1,  -2273,   3407
   3,    5,  -64,  -3921,  -1186
   6,   -1,  -21,     -3,  -4096
   0,    3,   56,   3921,  -1186
   8,    3,   46,   2273,   3407
   0,    0,  -37,  -2596,   3168
   4,    7,  -58,  -3783,  -1570
   3,   -1,    9,    398,  -4077
   0,    7,   60,   4018,   -796
   6,    2,   19,   1934,   3611
  -3,    4,  -65,  -2899,   2894
   5,    6,  -31,  -3611,  -1934
  -1,    0,   44,    796,  -4018
   1,    7,   51,   4076,   -405
   2,    0,  -24,   1570,   3783
  -4,    7,  -56,  -3168,   2596
   3,    3,   -5,  -3407,  -2273
  -5,    3,   68,   1192,  -3919
   1,    6,   26,   4096,      3
  -3,    0,  -46,   1186,   3921
  -3,    6,  -49,  -3404,   2278
   0,    0,   28,  -3164,  -2601
  -7,    5,   54,   1565,  -3785
   1,    3,  -16,   4077,    398
  -6,    0,  -64,    802,   4017
  -2,    6,   -6,  -3614,   1928
  -3,   -2,   59,  -2894,  -2899
  -5,    4,   39,   1934,  -3611
  -1,   -2,  -36,   4017,    802
  -8,    1,  -52,    398,   4077
   0,    1,   22,  -3783,   1570
  -7,   -3,   66,  -2596,  -3168
  -3,    3,   -3,   2273,  -3407
  -2,   -4,  -66,   3921,   1186
  -6,    1,  -19,      3,   4096
   0,   -3,   55,  -3919,   1192
  -8,   -3,   40,  -2273,  -3407
   0,    0,  -37,   2601,  -3164
  -5,   -7,  -55,   3785,   1565
  -2,    1,   16,   -398,   4077
   0,   -7,   64,  -4017,    802
  -5,   -1,   22,  -1928,  -3614
   3,   -4,  -53,   2894,  -2899
  -4,   -5,  -38,   3611,   1934
   2,   -1,   50,   -802,   4017
  -1,   -8,   55,  -4076,    405
  -3,   -1,  -15,  -1565,  -3785
   3,   -6,  -61,   3164,  -2601
  -3,   -3,    8,   3404,   2278
   6,   -3,   58,  -1192,   3919
  -1,   -7,   23,  -4096,     -3
   2,    0,  -51,  -1186,  -3921
   3,   -7,  -42,   3404,  -2278
   1,    1,   37,   3168,   2596
   6,   -4,   60,  -1565,   3785
  -1,   -3,  -10,  -4077,   -398
   6,    0,  -60,   -802,  -4017
   2,   -5,  -20,   3614,  -1928
   4,    3,   63,   2894,   2899
   6,   -5,   37,  -1928,   3614
   0,    1,  -51,  -4017,   -802
   7,   -1,  -58,   -398,  -4077
   0,   -2,   24,   3785,  -1565
   7,    4,   64,   2596,   3168
   3,   -3,   -5,  -2273,   3407
   3,    6,  -57,  -3919,  -1192
   7,   -1,  -28,     -3,  -4096
   0,    3,   55,   3921,  -1186
   7,    3,   49,   2273,   3407
   0,    0,  -41,  -2601,   3164
   4,    6,  -68,  -3785,  -1565
   3,   -1,    6,    405,  -4076
   0,    7,   62,   4018,   -796
   6,    2,   14,   1928,   3614
  -3,    4,  -50,  -2894,   2899
   5,    7,  -43,  -3611,  -1934
  -1,    0,   47,    796,  -4018
   1,    8,   52,   4077,   -398
   2,    0,  -22,   1565,   3785
  -3,    6,  -63,  -3168,   2596
   4,    4,    7,  -3407,  -2273
  -5,    3,   63,   1192,  -3919
   1,    6,   27,   4096,     -3
  -3,    0,  -48,   1186,   3921
  -3,    7,  -44,  -3404,   2278
  -1,   -1,   32,  -3164,  -2601
  -7,    4,   58,   1565,  -3785
   1,    3,   -8,   4077,    398
  -6,    0,  -65,    802,   4017
  -2,    5,  -12,  -3614,   1928
  -3,   -2,   60,  -2894,  -2899
  -6,    5,   36,   1934,  -3611
   0,   -1,  -45,   4018,    796
  -8,    1,  -60,    405,   4076
   0,    1,   25,  -3783,   1570
  -7,   -4,   58,  -2596,  -3168
  -3,    3,    4,   2278,  -3404
  -3,   -5,  -66,   3921,   1186
  -7,    1,  -31,      3,   4096
   0,   -3,   56,  -3919,   1192
  -7,   -3,   41,  -2273,  -3407
   0,    0,  -32,   2596,  -3168
  -5,   -7,  -58,   3785,   1565
  -4,    1,   20,   -405,   4076
   0,   -7,   65,  -4017,    802
  -5,   -1,   10,  -1934,  -3611
   2,   -3,  -58,   2899,  -2894
  -5,   -6,  -28,   3614,   1928
   2,   -1,   50,   -802,   4017
  -1,   -8,   50,  -4076,    405
  -1,    0,  -21,  -1570,  -3783
   3,   -6,  -57,   3164,  -2601
  -2,   -2,    0,   3407,   2273
   6,   -3,   63,  -1186,   3921
  -1,   -6,   15,  -4096,     -3
   3,    0,  -50,  -1192,  -3919
   3,   -7,  -44,   3404,  -2278
   0,    0,   38,   3164,   2601
   7,   -4,   59,  -1570,   3783
  -1,   -2,  -12,  -4077,   -398
   6,    0,  -66,   -802,  -4017
   2,   -5,  -11,   3611,  -1934
   4,    3,   61,   2894,   2899
   6,   -5,   28,  -1928,   3614
   1,    1,  -40,  -4017,   -802
   8,   -1,  -61,   -405,  -4076
   0,   -1,   22,   3783,  -1570
   7,    4,   66,   2596,   3168
   2,   -2,   11,  -2278,   3404
   2,    4,  -75,  -3919,  -1192
   7,   -1,  -18,     -3,  -4096
   0,    3,   52,   3921,  -1186
   8,    3,   42,   2278,   3404
   1,   -1,  -35,  -2601,   3164
   5,    8,  -62,  -3785,  -1565
   2,   -1,   15,    398,  -4077
   0,    6,   58,   4017,   -802
   5,    2,   13,   1934,   3611
  -2,    4,  -53,  -2899,   2894
   5,    6,  -39,  -3614,  -1928
  -2,    1,   38,    802,  -4017
   1,    7,   52,   4076,   -405
   2,    0,  -32,   1565,   3785
  -3,    6,  -61,  -3164,   2601
   3,    3,    2,  -3407,  -2273
  -4,    2,   59,   1192,  -3919
   1,    6,   26,   4096,      3
  -4,    0,  -54,   1186,   3921
  -3,    7,  -45,  -3407,   2273
   0,    0,   40,  -3168,  -2596
  -6,    4,   56,   1570,  -3783
   1,    3,   -9,   4076,    405
  -7,    0,  -63,    802,   4017
  -2,    5,  -13,  -3614,   1928
  -4,   -3,   48,  -2894,  -2899
  -5,    4,   29,   1928,  -3614
   0,   -1,  -45,   4017,    802
  -8,    1,  -54,    398,   4077
   0,    2,   30,  -3783,   1570
  -5,   -3,   64,  -2596,  -3168
  -3,    3,   -7,   2273,  -3407
  -3,   -5,  -64,   3919,   1192
  -7,    1,  -20,      3,   4096
   0,   -4,   51,  -3919,   1192
  -7,   -3,   39,  -2278,  -3404
   1,   -1,  -34,   2601,  -3164
  -4,   -7,  -59,   3785,   1565
  -2,    1,   12,   -405,   4076
   0,   -6,   57,  -4017,    802
  -5,   -1,   12,  -1928,  -3614
   2,   -4,  -57,   2894,  -2899
  -5,   -6,  -40,   3611,   1934
   1,   -1,   47,   -802,   4017
  -1,   -7,   50,  -4077,    398
  -1,    0,  -24,  -1570,  -3783
   3,   -6,  -69,   3164,  -2601
  -4,   -4,   -2,   3404,   2278
   5,   -3,   63,  -1186,   3921
  -1,   -6,   25,  -4096,      3
   3,    0,  -56,  -1192,  -3919
   3,   -8,  -46,   3407,  -2273
   0,    0,   32,   3164,   2601
   7,   -4,   47,  -1565,   3785
  -1,   -3,   -7,  -4077,   -398
   7,    0,  -54,   -796,  -4018
   2,   -6,   -5,   3611,  -1934
   3,    2,   59,   2894,   2899
   5,   -4,   40,  -1928,   3614
   0,    1,  -47,  -4017,   -802
   7,   -1,  -52,   -398,  -4077
   0,   -1,   25,   3785,  -1565
   6,    3,   62,   2601,   3164
   4,   -4,    0,  -2273,   3407
   3,    5,  -65,  -3919,  -1192
   6,   -1,  -34,      3,  -4096
   0,    3,   46,   3921,  -1186
   7,    3,   47,   2273,   3407
   0,    0,  -36,  -2601,   3164
   5,    7,  -56,  -3785,  -1565
   4,   -1,   21,    405,  -4076
   0,    6,   68,   4018,   -796
   6,    2,   16,   1928,   3614
  -2,    4,  -56,  -2899,   2894
   4,    5,  -28,  -3614,  -1928
  -2,    1,   48,    802,  -4017
   1,    8,   60,   4076,   -405
   2,    0,  -34,   1565,   3785
  -3,    6,  -64,  -3164,   2601
   2,    2,    1,  -3407,  -2273
  -5,    3,   66,   1186,  -3921
   1,    7,   23,   4096,      3
  -4,    0,  -53,   1192,   3919
  -3,    7,  -42,  -3404,   2278
   0,    0,   36,  -3164,  -2601
  -7,    5,   61,   1570,  -3783
   1,    3,  -14,   4076,    405
  -7,    0,  -64,    802,   4017
  -2,    5,  -13,  -3614,   1928
  -4,   -3,   54,  -2899,  -2894
  -6,    5,   37,   1928,  -3614
  -1,   -2,  -41,   4017,    802
  -8,    1,  -48,    405,   4076
   0,    2,   22,  -3783,   1570
  -6,   -3,   64,  -2601,  -3164
  -3,    3,   -2,   2273,  -3407
  -2,   -5,  -55,   3921,   1186
  -6,    1,  -25,      3,   4096
   0,   -3,   49,  -3921,   1186
  -7,   -3,   45,  -2278,  -3404
   0,    0,  -41,   2596,  -3168
  -4,   -6,  -58,   3783,   1570
  -3,    1,   14,   -398,   4077
   0,   -6,   61,  -4018,    796
  -5,   -2,   11,  -1934,  -3611
   3,   -4,  -59,   2894,  -2899
  -5,   -6,  -34,   3614,   1928
   2,   -1,   40,   -796,   4018
  -1,   -8,   59,  -4076,    405
  -1,    0,  -19,  -1565,  -3785
   3,   -6,  -64,   3164,  -2601
  -3,   -3,    5,   3407,   2273
   4,   -2,   63,  -1192,   3919
  -1,   -7,   22,  -4096,      3
   2,    0,  -60,  -1192,  -3919
   3,   -7,  -45,   3404,  -2278
   0,    0,   41,   3168,   2596
   7,   -4,   67,  -1570,   3783
  -1,   -3,  -11,  -4077,   -398
   8,    0,  -69,   -796,  -4018
   2,   -5,   -8,   3611,  -1934
   4,    3,   58,   2894,   2899
   6,   -5,   36,  -1934,   3611
   1,    1,  -42,  -4017,   -802
   9,   -1,  -54,   -405,  -4076
   0,   -1,   23,   3783,  -1570
   6,    3,   61,   2601,   3164
   3,   -3,    4,  -2273,   3407
   2,    5,  -71,  -3919,  -1192
   7,   -1,  -20,      3,  -4096
   0,    3,   48,   3919,  -1192
   7,    3,   49,   2273,   3407
   0,    0,  -38,  -2596,   3168
   5,    7,  -61,  -3783,  -1570
   2,   -1,   22,    398,  -4077
   0,    6,   64,   4017,   -802
   6,    2,   10,   1934,   3611
  -3,    4,  -63,  -2894,   2899
   5,    6,  -42,  -3614,  -1928
  -3,    1,   40,    802,  -4017
   1,    8,   53,   4076,   -405
   1,    0,  -29,   1565,   3785
  -4,    7,  -58,  -3164,   2601
   4,    4,    2,  -3407,  -2273
  -4,    2,   65,   1186,  -3921
   1,    6,   24,   4096,     -3
  -4,    0,  -50,   1192,   3919
  -3,    7,  -46,  -3404,   2278
   0,    0,   32,  -3168,  -2596
  -7,    5,   68,   1565,  -3785
   1,    3,  -14,   4076,    405
  -6,    0,  -66,    796,   4018
  -2,    6,  -15,  -3611,   1934
  -3,   -2,   64,  -2899,  -2894
  -7,    5,   43,   1934,  -3611
  -1,   -2,  -48,   4018,    796
  -8,    1,  -56,    405,   4076
   0,    2,   20,  -3785,   1565
  -7,   -4,   58,  -2596,  -3168
  -4,    4,    3,   2273,  -3407
  -3,   -5,  -67,   3921,   1186
  -7,    1,  -26,     -3,   4096
   0,   -2,   58,  -3919,   1192
  -7,   -3,   50,  -2273,  -3407
   0,    0,  -38,   2601,  -3164
  -5,   -7,  -52,   3785,   1565
  -3,    1,    6,   -405,   4076
   0,   -7,   62,  -4018,    796
  -6,   -2,   12,  -1934,  -3611
   3,   -4,  -55,   2899,  -2894
  -4,   -5,  -36,   3611,   1934
   1,    0,   45,   -796,   4018
  -1,   -8,   60,  -4077,    398
  -1,    0,  -18,  -1570,  -3783
   3,   -6,  -67,   3168,  -2596
  -3,   -3,   -3,   3404,   2278
   5,   -3,   66,  -1186,   3921
  -1,   -7,   26,  -4096,     -3
   2,    0,  -59,  -1192,  -3919
   3,   -8,  -46,   3404,  -2278
   0,    0,   42,   3164,   2601
   7,   -5,   56,  -1565,   3785
  -1,   -3,  -14,  -4076,   -405
   7,    0,  -57,   -796,  -4018
   2,   -6,  -14,   3614,  -1928
   4,    3,   66,   2899,   2894
   5,   -4,   33,  -1934,   3611
   1,    2,  -41,  -4018,   -796
   7,   -1,  -57,   -405,  -4076
   0,   -2,   25,   3783,  -1570
   7,    4,   63,   2596,   3168
   3,   -3,    0,  -2273,   3407
   2,    5,  -63,  -3921,  -1186
   7,   -1,  -21,      3,  -4096
   0,    3,   60,   3919,  -1192
   7,    3,   49,   2273,   3407
   0,    0,  -35,  -2601,   3164
   4,    7,  -62,  -3785,  -1565
   3,   -1,   14,    398,  -4077
   0,    8,   62,   4018,   -796
   6,    2,   18,   1928,   3614
  -2,    4,  -60,  -2899,   2894
   5,    6,  -33,  -3611,  -1934
  -2,    1,   37,    796,  -4018
   1,    8,   56,   4077,   -398
   2,    0,  -32,   1570,   3783
  -4,    7,  -62,  -3164,   2601
   3,    3,   -5,  -3407,  -2273
  -4,    2,   59,   1192,  -3919
   1,    7,   25,   4096,     -3
  -4,    0,  -54,   1192,   3919
  -3,    7,  -45,  -3404,   2278
   0,    0,   43,  -3164,  -2601
  -6,    4,   63,   1570,  -3783
   1,    3,  -12,   4077,    398
  -7,    0,  -63,    802,   4017
  -2,    5,  -12,  -3614,   1928
  -4,   -3,   53,  -2899,  -2894
  -6,    5,   34,   1934,  -3611
  -1,   -1,  -42,   4018,    796
  -8,    1,  -60,    405,   4076
   0,    1,   27,  -3783,   1570
  -6,   -3,   63,  -2596,  -3168
  -3,    3,    2,   2278,  -3404
  -2,   -5,  -69,   3921,   1186
  -7,    1,  -29,     -3,   4096
   0,   -3,   56,  -3921,   1186
  -7,   -3,   37,  -2273,  -3407
   0,    0,  -40,   2596,  -3168
  -5,   -7,  -61,   3785,   1565
  -3,    1,   15,   -398,   4077
   0,   -7,   58,  -4018,    796
  -4,   -1,    9,  -1934,  -3611
   3,   -4,  -61,   2894,  -2899
  -5,   -6,  -36,   3611,   1934
   2,   -1,   49,   -796,   4018
  -1,   -7,   50,  -4077,    398
  -1,    0,  -23,  -1565,  -3785
   4,   -7,  -64,   3164,  -2601
  -3,   -3,    0,   3407,   2273
   5,   -3,   67,  -1186,   3921
  -1,   -6,   23,  -4096,     -3
   3,    0,  -53,  -1192,  -3919
   3,   -7,  -39,   3407,  -2273
   0,    0,   32,   3164,   2601
   7,   -5,   57,  -1570,   3783
  -1,   -3,  -17,  -4077,   -398
   7,    0,  -60,   -802,  -4017
   1,   -5,  -15,   3614,  -1928
   3,    2,   55,   2894,   2899
   6,   -5,   34,  -1934,   3611
   1,    2,  -48,  -4017,   -802
   7,   -1,  -53,   -398,  -4077
   0,   -2,   20,   3785,  -1565
   6,    3,   69,   2596,   3168
   3,   -3,   -2,  -2273,   3407
   3,    5,  -60,  -3919,  -1192
   6,   -1,  -21,     -3,  -4096
   0,    2,   47,   3919,  -1192
   8,    3,   45,   2273,   3407
   0,    0,  -32,  -2596,   3168
   4,    6,  -54,  -3785,  -1565
   3,   -1,    6,    398,  -4077
   0,    6,   63,   4018,   -796
   5,    2,   14,   1928,   3614
  -2,    3,  -68,  -2894,   2899
   4,    5,  -29,  -3614,  -1928
  -1,    0,   40,    796,  -4018
   1,    8,   65,   4077,   -398
   2,    0,  -29,   1570,   3783
  -4,    8,  -56,  -3164,   2601
   3,    3,   -6,  -3407,  -2273
  -4,    2,   66,   1192,  -3919
   2,    8,   21,   4096,     -3
  -4,    0,  -51,   1192,   3919
  -3,    6,  -47,  -3407,   2273
   1,    0,   38,  -3168,  -2596
  -7,    5,   60,   1565,  -3785
   1,    3,  -17,   4077,    398
  -6,    0,  -63,    796,   4018
  -2,    6,  -12,  -3614,   1928
  -4,   -3,   59,  -2899,  -2894
  -6,    5,   39,   1934,  -3611
  -1,   -2,  -56,   4018,    796
  -8,    1,  -52,    405,   4076
   0,    1,   33,  -3785,   1565
  -7,   -3,   61,  -2601,  -3164
  -3,    3,    2,   2278,  -3404
  -3,   -6,  -52,   3921,   1186
  -6,    1,  -25,      3,   4096
   0,   -4,   49,  -3921,   1186
  -7,   -3,   49,  -2273,  -3407
   0,    0,  -41,   2601,  -3164
  -4,   -5,  -56,   3785,   1565
  -3,    1,    8,   -398,   4077
   0,   -6,   70,  -4017,    802
  -6,   -2,   11,  -1928,  -3614
   3,   -4,  -63,   2899,  -2894
  -4,   -5,  -40,   3614,   1928
   1,    0,   43,   -802,   4017
  -1,   -9,   53,  -4077,    398
  -1,    0,  -19,  -1565,  -3785
   4,   -7,  -61,   3168,  -2596
  -4,   -4,   -2,   3404,   2278
   5,   -3,   68,  -1186,   3921
  -1,   -6,   19,  -4096,     -3
   2,    0,  -51,  -1192,  -3919
   3,   -7,  -41,   3404,  -2278
   0,    0,   36,   3164,   2601
   7,   -5,   62,  -1570,   3783
  -1,   -2,   -7,  -4077,   -398
   6,    0,  -60,   -802,  -4017
   1,   -5,   -9,   3611,  -1934
   4,    3,   55,   2894,   2899
   6,   -5,   29,  -1934,   3611
   0,    1,  -48,  -4018,   -796
   7,   -1,  -58,   -398,  -4077
   0,   -1,   30,   3783,  -1570
   6,    3,   60,   2601,   3164
   3,   -3,   -1,  -2273,   3407
   3,    5,  -61,  -3921,  -1186
   7,   -1,  -36,      3,  -4096
   0,    4,   50,   3919,  -1192
   7,    3,   48,   2273,   3407
   0,    0,  -27,  -2596,   3168
   4,    6,  -57,  -3783,  -1570
   4,   -1,   20,    398,  -4077
   0,    6,   69,   4018,   -796
   6,    2,   11,   1934,   3611
  -2,    3,  -54,  -2894,   2899
   5,    6,  -32,  -3614,  -1928
  -2,    1,   47,    796,  -4018
   1,    9,   53,   4076,   -405
   1,    0,  -25,   1565,   3785
  -3,    6,  -64,  -3168,   2596
   3,    3,    5,  -3404,  -2278
  -5,    3,   66,   1186,  -3921
   1,    6,   20,   4096,     -3
  -3,    0,  -61,   1192,   3919
  -3,    7,  -44,  -3407,   2273
   0,    0,   29,  -3164,  -2601
  -7,    5,   61,   1565,  -3785
   1,    2,   -3,   4076,    405
  -8,    0,  -57,    802,   4017
  -2,    5,  -15,  -3614,   1928
  -3,   -2,   59,  -2899,  -2894
  -6,    5,   37,   1928,  -3614
   0,    0,  -49,   4018,    796
  -7,    1,  -59,    405,   4076
   0,    2,   23,  -3783,   1570
  -7,   -3,   64,  -2601,  -3164
  -3,    3,   -1,   2273,  -3407
  -3,   -5,  -64,   3919,   1192
  -7,    1,  -27,     -3,   4096
   0,   -3,   46,  -3919,   1192
  -7,   -3,   41,  -2278,  -3404
   0,    0,  -37,   2596,  -3168
  -4,   -7,  -52,   3785,   1565
  -3,    1,   17,   -405,   4076
   0,   -6,   61,  -4017,    802
  -5,   -1,   14,  -1934,  -3611
   3,   -4,  -62,   2899,  -2894
  -4,   -5,  -43,   3611,   1934
   2,   -1,   48,   -802,   4017
  -1,   -8,   48,  -4077,    398
  -2,    0,  -25,  -1565,  -3785
   4,   -7,  -70,   3164,  -2601
  -4,   -4,   -5,   3407,   2273
   5,   -3,   61,  -1186,   3921
  -1,   -6,   20,  -4096,      3
   3,    0,  -57,  -1192,  -3919
   3,   -8,  -47,   3407,  -2273
   0,    0,   36,   3168,   2596
   6,   -4,   67,  -1565,   3785
  -1,   -2,  -16,  -4077,   -398
   7,    0,  -67,   -802,  -4017
   2,   -6,  -11,   3614,  -1928
   4,    2,   63,   2894,   2899
   6,   -5,   37,  -1934,   3611
   1,    2,  -40,  -4018,   -796
   8,   -1,  -47,   -398,  -4077
   0,   -1,   18,   3785,  -1565
   7,    4,   61,   2601,   3164
   3,   -3,   -7,  -2278,   3404
   2,    4,  -63,  -3921,  -1186
   6,   -1,  -32,      3,  -4096
   0,    2,   61,   3921,  -1186
   7,    3,   49,   2273,   3407
  -1,    1,  -36,  -2596,   3168
   4,    7,  -60,  -3785,  -1565
   4,   -1,   11,    405,  -4076
   0,    8,   65,   4018,   -796
   6,    2,   19,   1928,   3614
  -2,    4,  -59,  -2894,   2899
   5,    6,  -44,  -3614,  -1928
  -1,    1,   50,    796,  -4018
   1,    8,   49,   4077,   -398
   2,    0,  -22,   1565,   3785
  -3,    7,  -56,  -3164,   2601
   4,    4,    1,  -3404,  -2278
  -6,    3,   66,   1186,  -3921
   1,    6,   23,   4096,     -3
  -3,    0,  -52,   1186,   3921
  -3,    6,  -42,  -3407,   2273
   0,    0,   40,  -3164,  -2601
  -7,    5,   58,   1570,  -3783
   1,    3,  -15,   4077,    398
  -6,    0,  -67,    802,   4017
  -2,    5,  -16,  -3611,   1934
  -4,   -3,   63,  -2899,  -2894
